target,task,model,experiment,source_layout,battery_name,mae,mape,mse,rmse,max_ae,bias,r2,pearson_r,endpoint_ae,endpoint_ape
SOH,MATR,GRU,experiment1,flat,MATR_b4c27,0.0059764590610619,0.0071290491748899,6.996124088594349e-05,0.0083642836445175,0.0648677945137023,0.0033877421018285,0.9884685517635736,0.995725933969239,0.021124243736267,0.0347073550632561
SOH,MATR,GRU,experiment1,flat,MATR_b1c40,0.0028655914844813,0.003132614210781,3.053836732011781e-05,0.0055261530308269,0.0787051320075988,-0.0001059300671969,0.9860859472036972,0.9939777092790704,0.034744918346405,0.043401087433919
SOH,MATR,GRU,experiment1,flat,MATR_b3c30,0.0010498123920232,0.0011414806689234,2.197465905272759e-06,0.0014823852081266,0.0083048939704895,-7.899531980802776e-05,0.9984163084784506,0.9993221481060623,0.002552330493927,0.0031895133751972
SOH,MATR,LSTM,experiment1,flat,MATR_b2c23,0.0058872175939155,0.0067938181266652,0.0001403378110821,0.011846426089001,0.1631749868392944,0.0015404282831678,0.9590875751888316,0.985095012249649,0.0488340854644775,0.0650444430665823
SOH,MATR,LSTM,experiment1,flat,MATR_b4c6,0.0032873146015397,0.0040873776668017,5.0861833436920294e-05,0.0071317482735245,0.0467439889907836,-0.0019234056791897,0.9865300638718784,0.9949244859221372,0.0294458866119384,0.0439153052065709
SOH,MATR,MLP,experiment1,flat,MATR_b1c29,0.0026389297240418,0.0028280706153207,1.3525526689703347e-05,0.0036777067161076,0.037043809890747,0.0017074670296549,0.9936521143536456,0.9975430542365512,0.00409996509552,0.0051228970993734
SOH,MATR,MLP,experiment1,flat,MATR_b4c36,0.0122861030810678,0.0175552934675205,0.0006114352570061,0.0247272169280355,0.1596738696098327,-0.0010449518913306,0.957457853674514,0.9786415724295132,0.0067110061645507,0.013914031252319
SOH,MATR,MLP,experiment1,flat,MATR_b4c44,0.0044370556497529,0.0062128178390726,0.0001380882654279,0.0117510963500407,0.1053642630577087,0.0022078424885855,0.9809150843102592,0.9943758809174104,0.0023161768913269,0.0039525860556376
SOH,MATR,MLP,experiment1,flat,MATR_b4c2,0.0031198257846491,0.0035160480371931,1.9497279397365625e-05,0.0044155723748304,0.0307185053825378,-0.0019246947248371,0.9927137338638756,0.9970519782789142,0.0069923400878906,0.0097039562117578
SOH,MATR,MLP,experiment1,flat,MATR_b1c40,0.0034548451667999,0.0037523498680338,2.3214808541397353e-05,0.0048181748143251,0.0226139426231384,0.0027270940947829,0.9894227458752102,0.9968577653496232,0.0050544142723083,0.0063136448781552
SOH,MATR,MLP,experiment1,flat,MATR_b3c41,0.0014443457582775,0.0015932428197711,3.952092968344851e-06,0.0019879871650352,0.0142533779144287,0.0002980309025365,0.99715753100464,0.9986388192884346,0.0138260126113891,0.0172702863621977
SOH,MATR,MLP,experiment1,flat,MATR_b2c23,0.00705788490394,0.0077821820402549,0.000120237377372,0.0109652805423341,0.171805739402771,-0.0034692981238883,0.9649474177821707,0.9863683127432558,0.0334316492080688,0.0445292050184491
SOH,MATR,MLP,experiment1,flat,MATR_b3c29,0.0019043084477709,0.002083179760195,2.117278165726097e-05,0.0046013891008325,0.1152533888816833,0.0007870441703038,0.9870306745951464,0.9941668249126708,0.030487060546875,0.0381056680437923
SOH,MATR,MLP,experiment1,flat,MATR_b4c6,0.003533171947705,0.0044319729180764,7.321787138698567e-05,0.0085567442048354,0.0603242516517639,-0.0024245079112942,0.9806094278484304,0.99433262653822,0.0279211401939392,0.0416413134198228
SOH,MATR,MLP,experiment1,flat,MATR_b3c19,0.002262869247228,0.0024679846845895,8.085723824312062e-06,0.0028435407196507,0.0194060206413269,0.0003313239201812,0.9954524419449854,0.9984720740375054,0.0194060206413269,0.0242554941753631
SOH,MATR,MLP,experiment1,flat,MATR_b3c20,0.0013064279803218,0.0014656041644383,7.242721628027838e-06,0.0026912305044398,0.0198984742164611,0.0004932013157704,0.9945687071320553,0.99795507069505,0.0197460055351257,0.0246659244917427
SOH,MATR,MLP,experiment1,flat,MATR_b3c0,0.0021046359228874,0.0022529504022421,7.014546785312979e-06,0.0026484989683428,0.0157486200332641,-0.0011770575498753,0.9947693302920044,0.9987627733185788,0.0029230117797851,0.0036519688572844
SOH,MATR,MLP,experiment1,flat,MATR_b4c41,0.0054272371106066,0.0085212085707851,0.0002026833682266,0.0142366909156108,0.1649577021598816,-0.0027414371101643,0.9882072112948792,0.9947061601961292,0.0066822171211242,0.016963996996055
SOH,MATR,MLP,experiment1,flat,MATR_b4c27,0.0038739181327142,0.005126029234402,7.995543470050464e-05,0.0089417802869733,0.0576205849647522,-0.001389773976104,0.9868212463816508,0.9972357783427508,0.018084168434143,0.0297124793059429
SOH,MATR,MLP,experiment1,flat,MATR_b4c17,0.0042353323710862,0.0053813267842285,0.000146814928493,0.012116721028936,0.0758686661720275,-0.0020243572932417,0.970031175763696,0.9874937031094364,0.0078940987586975,0.0125415891543155
SOH,MATR,MLP,experiment1,flat,MATR_b2c27,0.006856335922774,0.0075087748155502,0.000118639804555,0.010892190071563,0.1407235860824585,0.0002830719899552,0.9620593720177854,0.9822187434990304,0.0272979736328125,0.0363524026602633
SOH,MATR,MLP,experiment1,flat,MATR_b2c43,0.004163568402514,0.0045833478672409,3.567055732727417e-05,0.0059724833467557,0.0277184247970581,-0.002219977692812,0.98963742922177,0.9955366546172106,0.0277184247970581,0.0369107247769147
SOH,MATR,MLP,experiment1,flat,MATR_b2c11,0.007040701688282,0.0078318946175787,0.0002044507542473,0.014298627705042,0.2093734145164489,-0.0013299799627727,0.9391812752277002,0.9722810692872556,0.0285378694534301,0.0380463381077003
SOH,MATR,MLP,experiment1,flat,MATR_b2c42,0.0082955926110448,0.0096247087199506,0.0006997821809433,0.0264533963971229,0.2929011583328247,-0.0066282015953918,0.8076221875586238,0.9386236534219996,0.0130181312561035,0.0173360416995905
